"cond","faceid","firstfix","famfaceloc","resp","rt","id","ans","morph","block"
"m2","m2_70.jpg",0.7,"left","left",0.81172,15,"perc100","70","unfam"
"m1","m1_30.jpg",0.7,"right","left",0.69489,15,"perc0","30","unfam"
"f2","f2_40.jpg",0.7,"right","left",0.62814,15,"perc0","40","unfam"
"m1","m1_60.jpg",0.7,"right","right",0.82836,15,"perc100","60","unfam"
"f2","f2_70.jpg",0.5,"right","right",1.3796,15,"perc100","70","unfam"
"m2","m2_40.jpg",0.7,"left","right",1.5131,15,"perc0","40","unfam"
"m1","m1_10.jpg",0.5,"left","right",0.77827,15,"perc0","10","unfam"
"m2","m2_60.jpg",0.7,"right","right",1.1957,15,"perc100","60","unfam"
"f2","f2_40.jpg",0.7,"left","left",0.91228,15,"perc100","40","unfam"
"m1","m1_50.jpg",0.7,"left","left",1.513,15,"perc100","50","unfam"
"f2","f2_70.jpg",0.5,"left","left",1.1123,15,"perc100","70","unfam"
"m2","m2_80.jpg",0.7,"right","right",0.77839,15,"perc100","80","unfam"
"f2","f2_90.jpg",0.5,"right","right",0.74508,15,"perc100","90","unfam"
"m1","m1_90.jpg",0.5,"left","left",0.56129,15,"perc100","90","unfam"
"m2","m2_20.jpg",0.7,"left","right",0.94541,15,"perc0","20","unfam"
"m1","m1_50.jpg",0.7,"right","left",0.97863,15,"perc0","50","unfam"
"m2","m2_50.jpg",0.5,"right","left",1.3127,15,"perc0","50","unfam"
"f2","f2_50.jpg",0.7,"right","right",1.7301,15,"perc100","50","unfam"
"m1","m1_70.jpg",0.5,"left","left",0.80177,16,"perc100","70","fam"
"m2","m2_20.jpg",0.5,"right","left",0.94568,16,"perc0","20","fam"
"f2","f2_20.jpg",0.5,"left","right",1.047,16,"perc0","20","fam"
"m1","m1_50.jpg",0.5,"left","right",1.1802,16,"perc0","50","fam"
"m2","m2_50.jpg",0.7,"right","right",0.91314,16,"perc100","50","fam"
"f2","f2_10.jpg",0.5,"left","right",0.6461,16,"perc0","10","fam"
"m2","m2_90.jpg",0.5,"left","left",0.92992,16,"perc100","90","fam"
"f2","f2_90.jpg",0.5,"left","left",0.6126,16,"perc100","90","fam"
"m1","m1_10.jpg",0.7,"right","left",0.8462,16,"perc0","10","fam"
"f2","f2_80.jpg",0.5,"left","left",0.52921,16,"perc100","80","fam"
"m1","m1_60.jpg",0.5,"left","left",0.71276,16,"perc100","60","fam"
"m2","m2_50.jpg",0.7,"left","left",0.57925,16,"perc100","50","fam"
"f2","f2_30.jpg",0.7,"right","left",1.2305,16,"perc0","30","fam"
"m2","m2_80.jpg",0.5,"left","left",0.6131,16,"perc100","80","fam"
"m1","m1_80.jpg",0.5,"right","right",0.9131,16,"perc100","80","fam"
"m2","m2_30.jpg",0.5,"right","left",0.56257,16,"perc0","30","fam"
"f2","f2_60.jpg",0.7,"right","left",0.54592,16,"perc0","60","fam"
"m1","m1_40.jpg",0.5,"right","left",0.59586,16,"perc0","40","fam"
"m2","m2_30.jpg",0.7,"left","right",0.94654,16,"perc0","30","fam"
"m1","m1_30.jpg",0.5,"left","right",0.79621,16,"perc0","30","fam"
"f2","f2_50.jpg",0.7,"left","right",1.0135,16,"perc0","50","fam"
"m2","m2_80.jpg",0.7,"right","right",0.7128,16,"perc100","80","fam"
"f2","f2_10.jpg",0.5,"right","left",0.89677,16,"perc0","10","fam"
"m1","m1_70.jpg",0.7,"right","right",0.64598,16,"perc100","70","fam"
"m2","m2_60.jpg",0.5,"left","left",0.61261,16,"perc100","60","fam"
"m1","m1_20.jpg",0.7,"right","left",0.89638,16,"perc0","20","fam"
"f2","f2_40.jpg",0.7,"right","right",1.0467,16,"perc100","40","fam"
"m1","m1_20.jpg",0.5,"left","right",1.8314,16,"perc0","20","fam"
"m2","m2_40.jpg",0.5,"right","right",0.91317,16,"perc100","40","fam"
"f2","f2_50.jpg",0.7,"right","right",0.67941,16,"perc100","50","fam"
"m1","m1_60.jpg",0.7,"right","right",1.0634,16,"perc100","60","fam"
"f2","f2_40.jpg",0.5,"left","right",0.76289,16,"perc0","40","fam"
"m2","m2_60.jpg",0.5,"right","right",0.76293,16,"perc100","60","fam"
"m1","m1_10.jpg",0.7,"left","left",0.59586,16,"perc100","10","fam"
"m2","m2_90.jpg",0.5,"right","right",1.5476,16,"perc100","90","fam"
"f2","f2_70.jpg",0.7,"left","left",0.72949,16,"perc100","70","fam"
"m1","m1_30.jpg",0.7,"right","left",0.89644,16,"perc0","30","fam"
"f2","f2_30.jpg",0.5,"left","left",1.4644,16,"perc100","30","fam"
"m2","m2_20.jpg",0.7,"left","left",0.57925,16,"perc100","20","fam"
"m1","m1_40.jpg",0.7,"left","right",1.247,16,"perc0","40","fam"
"m2","m2_70.jpg",0.7,"right","right",0.86332,16,"perc100","70","fam"
"f2","f2_80.jpg",0.5,"right","right",0.77978,16,"perc100","80","fam"
"m2","m2_10.jpg",0.5,"left","left",0.6468,16,"perc100","10","fam"
"f2","f2_90.jpg",0.7,"right","right",0.64606,16,"perc100","90","fam"
"m1","m1_90.jpg",0.7,"right","left",0.51237,16,"perc0","90","fam"
"f2","f2_20.jpg",0.7,"right","left",0.59595,16,"perc0","20","fam"
"m1","m1_50.jpg",0.7,"right","left",0.62925,16,"perc0","50","fam"
"m2","m2_10.jpg",0.5,"right","left",0.54579,16,"perc0","10","fam"
"f2","f2_60.jpg",0.7,"left","left",1.6812,16,"perc100","60","fam"
"m2","m2_40.jpg",0.7,"left","left",0.89648,16,"perc100","40","fam"
"m1","m1_80.jpg",0.7,"left","left",0.46279,16,"perc100","80","fam"
"m2","m2_70.jpg",0.7,"left","left",0.32886,16,"perc100","70","fam"
"m1","m1_90.jpg",0.5,"left","left",0.46231,16,"perc100","90","fam"
"f2","f2_70.jpg",0.7,"right","right",0.54589,16,"perc100","70","fam"
"m2","m2_20.jpg",0.5,"right","left",0.89648,16,"perc0","20","fam"
"f2","f2_20.jpg",0.7,"left","right",0.91316,16,"perc0","20","fam"
"m1","m1_70.jpg",0.7,"left","left",0.69607,16,"perc100","70","fam"
"f2","f2_10.jpg",0.7,"left","right",0.72949,16,"perc0","10","fam"
"m2","m2_50.jpg",0.7,"right","right",0.64592,16,"perc100","50","fam"
"m1","m1_50.jpg",0.7,"left","right",1.0634,16,"perc0","50","fam"
"m2","m2_90.jpg",0.7,"left","left",0.57919,16,"perc100","90","fam"
"m1","m1_10.jpg",0.5,"right","left",0.9298,16,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"left","left",0.66284,16,"perc100","90","fam"
"m2","m2_50.jpg",0.5,"left","left",0.79627,16,"perc100","50","fam"
"f2","f2_80.jpg",0.5,"left","right",0.67946,16,"perc0","80","fam"
"m1","m1_60.jpg",0.5,"left","left",0.34535,16,"perc100","60","fam"
"m2","m2_80.jpg",0.5,"left","left",0.67936,16,"perc100","80","fam"
"m1","m1_80.jpg",0.5,"right","right",0.6126,16,"perc100","80","fam"
"f2","f2_30.jpg",0.7,"right","left",0.89649,16,"perc0","30","fam"
"m2","m2_30.jpg",0.7,"right","left",0.49598,16,"perc0","30","fam"
"m1","m1_40.jpg",0.5,"right","left",0.54577,16,"perc0","40","fam"
"f2","f2_60.jpg",0.5,"right","right",1.1469,16,"perc100","60","fam"
"m1","m1_30.jpg",0.7,"left","left",0.89605,16,"perc100","30","fam"
"m2","m2_30.jpg",0.5,"left","right",1.3473,16,"perc0","30","fam"
"f2","f2_50.jpg",0.5,"left","left",0.91324,16,"perc100","50","fam"
"m1","m1_70.jpg",0.7,"right","right",0.56241,16,"perc100","70","fam"
"f2","f2_10.jpg",0.7,"right","left",0.59599,16,"perc0","10","fam"
"m2","m2_80.jpg",0.5,"right","right",0.67941,16,"perc100","80","fam"
"f2","f2_40.jpg",0.7,"right","right",0.54615,16,"perc100","40","fam"
"m2","m2_60.jpg",0.7,"left","left",0.76289,16,"perc100","60","fam"
"m1","m1_20.jpg",0.5,"right","left",0.62922,16,"perc0","20","fam"
"f2","f2_50.jpg",0.5,"right","left",0.62938,16,"perc0","50","fam"
"m1","m1_20.jpg",0.7,"left","right",1.0133,16,"perc0","20","fam"
"m2","m2_40.jpg",0.5,"right","left",0.72946,16,"perc0","40","fam"
"m1","m1_60.jpg",0.5,"right","right",0.79622,16,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"right","right",0.97992,16,"perc100","60","fam"
"f2","f2_40.jpg",0.7,"left","right",1.1636,16,"perc0","40","fam"
"m1","m1_10.jpg",0.7,"left","left",0.67941,16,"perc100","10","fam"
"f2","f2_70.jpg",0.5,"left","right",2.6669,16,"perc0","70","fam"
"m2","m2_90.jpg",0.5,"right","right",0.71282,16,"perc100","90","fam"
"m1","m1_30.jpg",0.7,"right","left",0.54583,16,"perc0","30","fam"
"m2","m2_20.jpg",0.5,"left","right",0.81292,16,"perc0","20","fam"
"f2","f2_30.jpg",0.7,"left","right",0.64608,16,"perc0","30","fam"
"m2","m2_70.jpg",0.5,"right","right",0.59598,16,"perc100","70","fam"
"f2","f2_80.jpg",0.5,"right","right",0.72958,16,"perc100","80","fam"
"m1","m1_40.jpg",0.5,"left","left",0.57922,16,"perc100","40","fam"
"m2","m2_10.jpg",0.5,"left","right",0.6127,16,"perc0","10","fam"
"m1","m1_90.jpg",0.5,"right","right",0.56255,16,"perc100","90","fam"
"f2","f2_90.jpg",0.5,"right","right",0.62941,16,"perc100","90","fam"
"m2","m2_10.jpg",0.7,"right","left",1.1135,16,"perc0","10","fam"
"f2","f2_20.jpg",0.5,"right","left",0.69617,16,"perc0","20","fam"
"m1","m1_50.jpg",0.7,"right","left",0.56246,16,"perc0","50","fam"
"m2","m2_40.jpg",0.7,"left","left",0.59589,16,"perc100","40","fam"
"m1","m1_80.jpg",0.7,"left","left",0.94648,16,"perc100","80","fam"
"f2","f2_60.jpg",0.7,"left","right",0.46239,16,"perc0","60","fam"
"m2","m2_70.jpg",0.5,"left","left",0.66325,16,"perc100","70","fam"
"f2","f2_70.jpg",0.5,"right","right",0.96325,16,"perc100","70","fam"
"m1","m1_90.jpg",0.7,"left","left",0.94643,16,"perc100","90","fam"
"m2","m2_60.jpg",0.7,"left","left",0.63508,16,"perc100","60","fam"
"m1","m1_60.jpg",0.5,"right","right",0.69518,16,"perc100","60","fam"
"f2","f2_90.jpg",0.7,"left","left",0.77958,16,"perc100","90","fam"
"m2","m2_20.jpg",0.5,"right","left",0.42902,16,"perc0","20","fam"
"m1","m1_50.jpg",0.5,"right","right",0.52909,16,"perc100","50","fam"
"f2","f2_20.jpg",0.7,"left","right",0.83022,16,"perc0","20","fam"
"m1","m1_50.jpg",0.7,"left","right",0.91306,16,"perc0","50","fam"
"f2","f2_60.jpg",0.5,"right","right",0.56258,16,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"right","left",0.69597,16,"perc0","60","fam"
"m1","m1_40.jpg",0.7,"left","right",1.08,16,"perc0","40","fam"
"f2","f2_70.jpg",0.7,"left","left",0.64601,16,"perc100","70","fam"
"m2","m2_30.jpg",0.5,"right","left",0.56247,16,"perc0","30","fam"
"f2","f2_10.jpg",0.5,"right","left",0.56255,16,"perc0","10","fam"
"m2","m2_40.jpg",0.7,"left","left",0.49579,16,"perc100","40","fam"
"m1","m1_30.jpg",0.5,"right","left",0.52909,16,"perc0","30","fam"
"f2","f2_60.jpg",0.5,"left","left",0.61262,16,"perc100","60","fam"
"m1","m1_90.jpg",0.5,"right","right",0.49565,16,"perc100","90","fam"
"m2","m2_90.jpg",0.5,"left","left",0.72948,16,"perc100","90","fam"
"m1","m1_30.jpg",0.7,"left","left",1.1301,16,"perc100","30","fam"
"m2","m2_50.jpg",0.5,"left","left",1.3306,16,"perc100","50","fam"
"f2","f2_40.jpg",0.7,"right","left",0.41231,16,"perc0","40","fam"
"m2","m2_90.jpg",0.5,"right","left",0.44564,16,"perc0","90","fam"
"f2","f2_50.jpg",0.5,"right","left",0.3622,16,"perc0","50","fam"
"m1","m1_20.jpg",0.7,"left","right",0.6961,16,"perc0","20","fam"
"m2","m2_10.jpg",0.5,"left","right",0.76291,16,"perc0","10","fam"
"m1","m1_10.jpg",0.5,"right","right",0.34548,16,"perc100","10","fam"
"f2","f2_90.jpg",0.7,"right","right",0.54586,16,"perc100","90","fam"
"m2","m2_70.jpg",0.5,"left","left",0.66272,16,"perc100","70","fam"
"f2","f2_30.jpg",0.5,"right","left",1.4475,16,"perc0","30","fam"
"m1","m1_80.jpg",0.7,"left","right",1.3973,16,"perc0","80","fam"
"m2","m2_80.jpg",0.7,"left","left",0.47913,16,"perc100","80","fam"
"m1","m1_20.jpg",0.7,"right","right",0.34538,16,"perc100","20","fam"
"f2","f2_50.jpg",0.5,"left","left",0.47914,16,"perc100","50","fam"
"m1","m1_40.jpg",0.5,"right","right",0.31198,16,"perc100","40","fam"
"f2","f2_80.jpg",0.5,"left","left",0.59604,16,"perc100","80","fam"
"m2","m2_70.jpg",0.5,"right","right",0.74614,16,"perc100","70","fam"
"f2","f2_10.jpg",0.7,"left","right",0.31217,16,"perc0","10","fam"
"m2","m2_30.jpg",0.7,"left","right",0.56253,16,"perc0","30","fam"
"m1","m1_80.jpg",0.5,"right","right",0.72946,16,"perc100","80","fam"
"f2","f2_20.jpg",0.7,"right","left",0.41234,16,"perc0","20","fam"
"m1","m1_70.jpg",0.5,"right","left",0.37885,16,"perc0","70","fam"
"m2","m2_20.jpg",0.7,"left","left",2.6997,16,"perc100","20","fam"
"m1","m1_70.jpg",0.5,"left","left",0.64601,16,"perc100","70","fam"
"m2","m2_10.jpg",0.7,"right","left",0.52916,16,"perc0","10","fam"
"f2","f2_40.jpg",0.7,"left","right",0.62938,16,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"left","left",0.61271,16,"perc100","90","fam"
"f2","f2_70.jpg",0.5,"right","right",0.91326,16,"perc100","70","fam"
"m2","m2_80.jpg",0.5,"right","left",0.92991,16,"perc0","80","fam"
"m1","m1_60.jpg",0.5,"left","left",0.74694,16,"perc100","60","fam"
"m2","m2_40.jpg",0.5,"right","left",0.7294,16,"perc0","40","fam"
"f2","f2_80.jpg",0.7,"right","right",1.0801,16,"perc100","80","fam"
"m1","m1_10.jpg",0.5,"left","left",0.51233,16,"perc100","10","fam"
"m2","m2_50.jpg",0.7,"right","left",0.4791,16,"perc0","50","fam"
"f2","f2_30.jpg",0.7,"left","right",0.52914,16,"perc0","30","fam"
"m2","m2_60.jpg",0.7,"left","right",0.87972,16,"perc0","60","fam"
"m1","m1_60.jpg",0.7,"right","right",0.66271,16,"perc100","60","fam"
"f2","f2_90.jpg",0.5,"left","left",0.86306,16,"perc100","90","fam"
"m2","m2_20.jpg",0.5,"right","left",0.36215,16,"perc0","20","fam"
"f2","f2_20.jpg",0.7,"left","left",0.92989,16,"perc100","20","fam"
"m1","m1_50.jpg",0.7,"right","left",0.52912,16,"perc0","50","fam"
"m2","m2_60.jpg",0.5,"right","right",0.59625,16,"perc100","60","fam"
"m1","m1_50.jpg",0.7,"left","right",1.2805,16,"perc0","50","fam"
"f2","f2_60.jpg",0.5,"right","right",0.63064,16,"perc100","60","fam"
"m2","m2_30.jpg",0.7,"right","left",0.82972,16,"perc0","30","fam"
"f2","f2_70.jpg",0.5,"left","left",0.92999,16,"perc100","70","fam"
"m1","m1_40.jpg",0.7,"left","left",1.08,16,"perc100","40","fam"
"f2","f2_10.jpg",0.5,"right","left",0.49583,16,"perc0","10","fam"
"m2","m2_40.jpg",0.5,"left","right",1.2638,16,"perc0","40","fam"
"m1","m1_30.jpg",0.5,"right","left",1.1636,16,"perc0","30","fam"
"f2","f2_60.jpg",0.7,"left","left",0.76293,16,"perc100","60","fam"
"m1","m1_90.jpg",0.5,"right","left",1.3472,16,"perc0","90","fam"
"m2","m2_90.jpg",0.5,"left","left",0.028314,16,"perc100","90","fam"
"f2","f2_40.jpg",0.7,"right","left",0.7963,16,"perc0","40","fam"
"m2","m2_50.jpg",0.7,"left","left",0.61294,16,"perc100","50","fam"
"m1","m1_30.jpg",0.5,"left","right",0.71272,16,"perc0","30","fam"
"m2","m2_90.jpg",0.5,"right","right",0.97992,16,"perc100","90","fam"
"m1","m1_20.jpg",0.7,"left","right",0.62924,16,"perc0","20","fam"
"f2","f2_50.jpg",0.7,"right","right",0.84633,16,"perc100","50","fam"
"m1","m1_10.jpg",0.5,"right","left",0.61262,16,"perc0","10","fam"
"m2","m2_10.jpg",0.7,"left","right",0.97996,16,"perc0","10","fam"
"f2","f2_90.jpg",0.5,"right","right",1.0969,16,"perc100","90","fam"
"m1","m1_80.jpg",0.5,"left","left",0.64602,16,"perc100","80","fam"
"f2","f2_30.jpg",0.5,"right","left",0.62934,16,"perc0","30","fam"
"m2","m2_70.jpg",0.5,"left","left",0.79624,16,"perc100","70","fam"
"m1","m1_20.jpg",0.5,"right","left",0.74612,16,"perc0","20","fam"
"m2","m2_80.jpg",0.5,"left","left",1.3974,16,"perc100","80","fam"
"f2","f2_50.jpg",0.5,"left","left",0.7295,16,"perc100","50","fam"
"m2","m2_70.jpg",0.5,"right","right",0.74623,16,"perc100","70","fam"
"f2","f2_80.jpg",0.7,"left","left",0.81295,16,"perc100","80","fam"
"m1","m1_40.jpg",0.7,"right","left",0.96316,16,"perc0","40","fam"
"m2","m2_30.jpg",0.5,"left","right",7.4081,16,"perc0","30","fam"
"m1","m1_80.jpg",0.5,"right","right",0.99658,16,"perc100","80","fam"
"f2","f2_10.jpg",0.7,"left","right",0.66275,16,"perc0","10","fam"
"m1","m1_70.jpg",0.5,"right","right",0.8964,16,"perc100","70","fam"
"f2","f2_20.jpg",0.5,"right","left",0.64608,16,"perc0","20","fam"
"m2","m2_20.jpg",0.7,"left","right",1.1469,16,"perc0","20","fam"
"m1","m1_70.jpg",0.5,"left","left",0.61247,16,"perc100","70","fam"
"m2","m2_10.jpg",0.7,"right","left",0.86306,16,"perc0","10","fam"
"f2","f2_40.jpg",0.5,"left","right",0.82972,16,"perc0","40","fam"
"m2","m2_80.jpg",0.5,"right","right",0.97987,16,"perc100","80","fam"
"f2","f2_70.jpg",0.7,"right","right",1.3975,16,"perc100","70","fam"
"m1","m1_90.jpg",0.7,"left","left",1.1301,16,"perc100","90","fam"
"m2","m2_40.jpg",0.5,"right","left",1.2471,16,"perc0","40","fam"
"f2","f2_80.jpg",0.7,"right","left",0.86309,16,"perc0","80","fam"
"m1","m1_60.jpg",0.7,"left","left",0.64593,16,"perc100","60","fam"
"m2","m2_50.jpg",0.5,"right","left",0.41225,16,"perc0","50","fam"
"m1","m1_10.jpg",0.7,"left","right",0.6126,16,"perc0","10","fam"
"f2","f2_30.jpg",0.7,"left","right",0.71278,16,"perc0","30","fam"
"m2","m2_30.jpg",0.7,"right","left",0.61829,16,"perc0","30","fam"
"f2","f2_10.jpg",0.7,"right","left",0.56177,16,"perc0","10","fam"
"m1","m1_60.jpg",0.7,"right","left",0.52907,16,"perc0","60","fam"
"m2","m2_70.jpg",0.5,"left","left",0.79623,16,"perc100","70","fam"
"m1","m1_20.jpg",0.7,"left","left",0.36216,16,"perc100","20","fam"
"f2","f2_50.jpg",0.5,"left","left",0.44561,16,"perc100","50","fam"
"m1","m1_60.jpg",0.7,"left","left",0.47899,16,"perc100","60","fam"
"m2","m2_60.jpg",0.7,"left","left",0.34554,16,"perc100","60","fam"
"f2","f2_90.jpg",0.7,"right","right",0.56252,16,"perc100","90","fam"
"m2","m2_10.jpg",0.5,"right","left",1.1635,16,"perc0","10","fam"
"f2","f2_30.jpg",0.7,"right","left",0.56248,16,"perc0","30","fam"
"m1","m1_80.jpg",0.7,"right","right",0.46225,16,"perc100","80","fam"
"m2","m2_90.jpg",0.5,"left","left",0.69623,16,"perc100","90","fam"
"m1","m1_70.jpg",0.5,"left","left",0.51239,16,"perc100","70","fam"
"f2","f2_40.jpg",0.7,"left","left",0.89643,16,"perc100","40","fam"
"m2","m2_20.jpg",0.5,"right","left",0.66277,16,"perc0","20","fam"
"f2","f2_40.jpg",0.5,"right","left",0.44571,16,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","right",0.57985,16,"perc100","90","fam"
"f2","f2_20.jpg",0.7,"left","left",0.32884,16,"perc100","20","fam"
"m2","m2_20.jpg",0.7,"left","left",0.46233,16,"perc100","20","fam"
"m1","m1_80.jpg",0.5,"left","left",0.31195,16,"perc100","80","fam"
"f2","f2_20.jpg",0.5,"right","left",0.49573,16,"perc0","20","fam"
"m1","m1_90.jpg",0.5,"left","left",0.3954,16,"perc100","90","fam"
"m2","m2_40.jpg",0.7,"left","left",0.39551,16,"perc100","40","fam"
"f2","f2_60.jpg",0.7,"left","left",0.51244,16,"perc100","60","fam"
"m2","m2_40.jpg",0.7,"right","left",0.81292,16,"perc0","40","fam"
"m1","m1_40.jpg",0.5,"right","left",0.41215,16,"perc0","40","fam"
"m2","m2_90.jpg",0.5,"right","left",0.71273,16,"perc0","90","fam"
"m1","m1_70.jpg",0.7,"right","left",0.46224,16,"perc0","70","fam"
"f2","f2_60.jpg",0.5,"right","left",0.39562,16,"perc0","60","fam"
"m2","m2_30.jpg",0.7,"left","left",0.3788,16,"perc100","30","fam"
"f2","f2_30.jpg",0.7,"left","left",0.14522,16,"perc100","30","fam"
"m1","m1_20.jpg",0.7,"right","left",0.5124,16,"perc0","20","fam"
"m2","m2_50.jpg",0.5,"right","left",0.3956,16,"perc0","50","fam"
"m1","m1_50.jpg",0.7,"left","left",0.51223,16,"perc100","50","fam"
"f2","f2_70.jpg",0.5,"right","left",0.429,16,"perc0","70","fam"
"m2","m2_10.jpg",0.7,"left","right",0.72946,16,"perc0","10","fam"
"f2","f2_70.jpg",0.5,"left","left",13.8695,16,"perc100","70","fam"
"m1","m1_40.jpg",0.5,"left","left",0.67939,16,"perc100","40","fam"
"m2","m2_80.jpg",0.7,"right","right",0.71278,16,"perc100","80","fam"
"m1","m1_30.jpg",0.5,"left","right",0.69602,16,"perc0","30","fam"
"f2","f2_80.jpg",0.5,"right","right",0.51239,16,"perc100","80","fam"
"m2","m2_70.jpg",0.5,"right","right",0.41228,16,"perc100","70","fam"
"f2","f2_90.jpg",0.7,"left","right",0.32883,16,"perc0","90","fam"
"m1","m1_30.jpg",0.5,"right","left",1.064,16,"perc0","30","fam"
"f2","f2_10.jpg",0.5,"left","right",0.54585,16,"perc0","10","fam"
"m1","m1_10.jpg",0.7,"right","left",0.76287,16,"perc0","10","fam"
"m2","m2_60.jpg",0.5,"right","right",0.66269,16,"perc100","60","fam"
"f2","f2_80.jpg",0.5,"left","left",1.1136,16,"perc100","80","fam"
"m2","m2_50.jpg",0.7,"left","left",1.4474,16,"perc100","50","fam"
"m1","m1_10.jpg",0.7,"left","right",0.86305,16,"perc0","10","fam"
"f2","f2_50.jpg",0.5,"right","left",0.96329,16,"perc0","50","fam"
"m1","m1_50.jpg",0.7,"right","left",0.51235,16,"perc0","50","fam"
"m2","m2_80.jpg",0.7,"left","left",0.97994,16,"perc100","80","fam"
"f2","f2_10.jpg",0.5,"right","left",0.49576,16,"perc0","10","fam"
"m2","m2_30.jpg",0.7,"right","left",0.56248,16,"perc0","30","fam"
"m1","m1_60.jpg",0.7,"right","left",0.29534,16,"perc0","60","fam"
"m2","m2_70.jpg",0.7,"left","left",0.49588,16,"perc100","70","fam"
"f2","f2_50.jpg",0.7,"left","left",0.56339,16,"perc100","50","fam"
"m1","m1_20.jpg",0.7,"left","right",0.57984,16,"perc0","20","fam"
"f2","f2_90.jpg",0.7,"right","right",0.9466,16,"perc100","90","fam"
"m1","m1_60.jpg",0.5,"left","left",1.0133,16,"perc100","60","fam"
"m2","m2_60.jpg",0.5,"left","left",0.8296,16,"perc100","60","fam"
"f2","f2_30.jpg",0.5,"right","left",0.54585,16,"perc0","30","fam"
"m2","m2_10.jpg",0.5,"right","left",0.42888,16,"perc0","10","fam"
"m1","m1_80.jpg",0.7,"right","left",0.8629,16,"perc0","80","fam"
"m2","m2_90.jpg",0.5,"left","left",0.69607,16,"perc100","90","fam"
"f2","f2_40.jpg",0.7,"left","left",0.32887,16,"perc100","40","fam"
"m1","m1_70.jpg",0.5,"left","left",0.37941,16,"perc100","70","fam"
"m2","m2_20.jpg",0.5,"right","left",0.32879,16,"perc0","20","fam"
"f2","f2_40.jpg",0.7,"right","left",0.41229,16,"perc0","40","fam"
"m1","m1_90.jpg",0.7,"right","left",0.32869,16,"perc0","90","fam"
"f2","f2_20.jpg",0.7,"left","left",0.29532,16,"perc100","20","fam"
"m1","m1_80.jpg",0.5,"left","left",0.51233,16,"perc100","80","fam"
"m2","m2_20.jpg",0.5,"left","left",1.0299,16,"perc100","20","fam"
"m1","m1_90.jpg",0.7,"left","left",0.54571,16,"perc100","90","fam"
"m2","m2_40.jpg",0.5,"left","left",0.39559,16,"perc100","40","fam"
"f2","f2_20.jpg",0.7,"right","left",0.5793,16,"perc0","20","fam"
"m1","m1_40.jpg",0.7,"right","left",0.36212,16,"perc0","40","fam"
"f2","f2_60.jpg",0.5,"left","left",0.36224,16,"perc100","60","fam"
"m2","m2_40.jpg",0.7,"right","left",0.26191,16,"perc0","40","fam"
"m1","m1_70.jpg",0.7,"right","left",0.26196,16,"perc0","70","fam"
"f2","f2_60.jpg",0.7,"right","left",0.27873,16,"perc0","60","fam"
"m2","m2_90.jpg",0.5,"right","left",0.32878,16,"perc0","90","fam"
"f2","f2_30.jpg",0.5,"left","left",0.51247,16,"perc100","30","fam"
"m2","m2_30.jpg",0.5,"left","left",0.31199,16,"perc100","30","fam"
"m1","m1_20.jpg",0.5,"right","left",0.26193,16,"perc0","20","fam"
"m2","m2_50.jpg",0.7,"right","left",0.26215,16,"perc0","50","fam"
"f2","f2_70.jpg",0.7,"right","left",0.46243,16,"perc0","70","fam"
"m1","m1_50.jpg",0.5,"left","right",0.74614,16,"perc0","50","fam"
"f2","f2_70.jpg",0.7,"left","left",0.54589,16,"perc100","70","fam"
"m1","m1_40.jpg",0.7,"left","left",0.52909,16,"perc100","40","fam"
"m2","m2_10.jpg",0.5,"left","left",0.56244,16,"perc100","10","fam"
"m1","m1_30.jpg",0.5,"left","left",1.2636,16,"perc100","30","fam"
"m2","m2_80.jpg",0.7,"right","right",0.87974,16,"perc100","80","fam"
"f2","f2_80.jpg",0.5,"right","right",1.5476,16,"perc100","80","fam"
"m1","m1_30.jpg",0.5,"right","left",0.71272,16,"perc0","30","fam"
"f2","f2_90.jpg",0.7,"left","left",2.85,16,"perc100","90","fam"
"m2","m2_70.jpg",0.7,"right","right",0.5793,16,"perc100","70","fam"
"m1","m1_10.jpg",0.5,"right","left",0.49565,16,"perc0","10","fam"
"m2","m2_60.jpg",0.7,"right","right",0.49582,16,"perc100","60","fam"
"f2","f2_10.jpg",0.5,"left","right",0.61271,16,"perc0","10","fam"
"m2","m2_50.jpg",0.5,"left","right",0.94663,16,"perc0","50","fam"
"m1","m1_10.jpg",0.7,"left","right",0.62932,16,"perc0","10","fam"
"f2","f2_80.jpg",0.7,"left","left",0.5292,16,"perc100","80","fam"
"m1","m1_50.jpg",0.5,"right","left",0.61255,16,"perc0","50","fam"
"f2","f2_50.jpg",0.7,"right","left",0.7463,16,"perc0","50","fam"
"m2","m2_80.jpg",0.7,"left","left",0.64595,16,"perc100","80","fam"
"f2","f2_50.jpg",0.5,"right","left",0.95051,16,"perc0","50","unfam"
"m2","m2_50.jpg",0.5,"left","right",0.81096,16,"perc0","50","unfam"
"m1","m1_60.jpg",0.7,"right","right",0.87858,16,"perc100","60","unfam"
"m2","m2_80.jpg",0.5,"left","right",0.86191,16,"perc0","80","unfam"
"m1","m1_60.jpg",0.7,"left","left",0.81202,16,"perc100","60","unfam"
"f2","f2_40.jpg",0.5,"left","right",1.1624,16,"perc0","40","unfam"
